brand,commercial_number,csr_type,encoded_emotion,product_brand_keywords,product_cat_name,product_cat_keywords,product_cat_brands,transcript,ocr_text,transcript_superlatives,transcript_comparatives,transcript_unique_words,transcript_superlative_count,transcript_comparative_count,transcript_uniqueness_count,transcript_superlative_pct,transcript_comparative_pct,transcript_uniqueness_pct,transcript_total_bdm_terms_count,transcript_total_bdm_terms_pct,ocr_text_superlatives,ocr_text_comparatives,ocr_text_unique_words,ocr_text_superlative_count,ocr_text_comparative_count,ocr_text_uniqueness_count,ocr_text_superlative_pct,ocr_text_comparative_pct,ocr_text_uniqueness_pct,ocr_text_total_bdm_terms_count,ocr_text_total_bdm_terms_pct,transcript_adj_noun_pairs,transcript_num_adj_noun_pairs,ocr_text_adj_noun_pairs,ocr_text_num_adj_noun_pairs
Carscom,AD0262,0.0,0,,Car Sales & Services Platform,"['easy', 'perfect', 'love', 'expert', 'really', 'found', 'glad', 'finally', 'well', 'reviews', 'drama', 'painless', 'deliver', 'respectful', 'haggled', 'flaky', 'straight', 'checked', 'happy', 'help', 'upsell', 'answers']","['Carvana', 'Vroom', 'Carscom', 'Carmax']"," Cars all yours. Thanks. Cars.com's expert reviews made it easy, but... Should we be in more back in point? You missed the drama, right? Yeah. Maybe this will do the trick. It's a puppy. Not a puppy. A wolf. What now? He's a wolf. And that is a incredibly protective mother. The wolf down. Do you guys good? Okay, we're good. Okay. In the right car, without all the drama, cars.com, all drive, no drama.",cots com Fld ALL DRIVE No drama Gale com,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,"['protective mother', 'right car']",2,[],0
Century21,AD0263,0.0,0,,,,," We're gonna be one big happy family. Is there a century 21 agent in the house? I'm a century 21 agent. I don't think my fiance is looking forward to moving in with my mother. Can you help us find a nice starter home? Absolutely. Stay calm. There's a century 21 agent in the house, Smart, bold, fastest. Don't worry, I found in my great place just down the block.",SMARTER BOLDER Century Real Estate and BOLDER FASTER are Trademarks By Century Real Estate An Equal Opportunity Company Equal Housing Opportunely Each CENTURY Independently Operated,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,"['happy family', 'starter home', 'great place']",3,['BOLDER FASTER'],1
CocaCola,AD0264,0.0,0,,Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']", I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die. I'm not going to die.,kcc Cd Cc a Cxl h ojiWbWo1 IoN 10966 N u Me U Cola 7Z64 Keseynylojul are Ea of Cola 49 Ionidai PF AC Do not Edo Ia MILES 50 50 ES Vote now to decide who wins 50,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,[],0,[],0
CocaCola,AD0265,0.0,0,,Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']", I'm getting so excited I'm sitting there I'm getting a little bit I'm giving my little me a little my life Now's the time I'm going to eat So say this time I'm going to eat,SECURITY CAMERAS AROUND WORLD ALSO CAPTURE PEOPLE STEALING MUSIC I 161940 HONEST E C 22 79 1 2 AND POTATO CHIP 029 090324 ATTACKS F FRIENDSHIP UNEXPECTED REMEN AND PEACEFUL H6 451843 LET'S LOOK AT THE WORLD A LITTLE DIFFERENTLY Coke Open Happiness and the Contour Bottle Design are registered trademarks of the Coca Cola Company LET'S LOOK AT THE WORLD A LITTLE DIFFERENTLY 6opeteXapep e GcGdl open happiness,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,['little bit'],1,"['HONEST E', 'LITTLE DIFFERENTLY', 'LITTLE DIFFERENTLY', 'open happiness']",4
Dodge,AD0266,0.0,0,,Car Manufacturer,"['Luxurious', 'Efficient', 'Powerful', 'Innovative', 'Strong', 'Spacious',  'Premium', 'Advanced', 'Reliable', 'Dynamic', 'Responsive', 'Safe', 'Robust', 'Easy', 'Transparent', 'Steamlined', 'Worry-free', 'Exceptional', 'Precision', 'Revolutionary', 'Electrifying', 'Hybrid', 'Smart', 'Quiet', 'Fast', 'New', 'Exciting', 'Fuel Efficient', 'Aerodynamic', 'Stylish', 'Durable', 'Versatile',  'Eco-friendly', 'Sustainable', 'Comfortable','Drive', 'Exceed', 'Surpass', 'Outperform',  'Accelerate', 'Control', 'Deliver', 'Optimize', 'Save','Performance', 'Efficiency', 'Power', 'Luxury', 'Precision', 'Technology', 'Room', 'Space', 'Progress', 'Research', 'Help', 'Comfort', 'Durability', 'Handling', 'Responsiveness', 'Safety',  'Aerodynamics', 'Strength', 'Speed', 'Acceleration', 'Torque', 'Engine', 'Midsize', 'Seven-Passenger', 'GPS', 'Emergency Braking', 'Car Finder', 'Pedestrian Detection', 'Remote Start', 'Pricing', 'Stability', 'Control', 'Craftsmanship', 'Reliability', 'Experience', 'Design', 'Miles', 'Snow', 'Snowy', 'Mountain', 'Assurance', 'Exchange', 'Test Drive', 'Innovation', 'Advanced Technology', 'Aerodynamic Design',  'Smart Features', 'Driver Assistance', 'Crash Protection',  'All-Wheel Drive', 'Fuel Economy', 'Electric Powertrain',  'Regenerative Braking', 'Quiet Cabin', 'Premium Interiors',  'Seamless Connectivity', 'Enhanced Suspension', 'LED Headlights']","['Acura', 'AlfaRomeo', 'Audi', 'BMW', 'Buick', 'Cadillac', 'Chevrolet', 'Chrysler', 'Dodge', 'Fiat', 'Ford', 'GeneralMotors', 'Genesis', 'GMC', 'Honda', 'Hyundai', 'Jaguar', 'Jeep', 'Kia', 'Lexus', 'Lincoln', 'Maserati', 'MercedesBenz', 'MINI', 'Nissan', 'Polestar', 'Porsche', 'Ram', 'Toyota']"," And on the eighth day, God looked down on His plan paradise and said, I need a character. So God made a farmer. God said, I need somebody willing to get up before dawn. Milk cows work all day in the fields. Milk cows again. Each sufferer then go to town and stay fast and midnight at a meeting of the school board. So God made a farmer. God said, I need somebody willing to sit up all night with a newborn cold and watch it die and dry his eyes and say, maybe next year. I need somebody who can shape an example for him and sprout. She'll a horse with a hunk of car tire who can make harness out of hay, wire feed, sex and shoes, grass. The planting time and harvest season will finish his 40 hour week by Tuesday noon and then pain in from tractor back, put in another 72 hours. So God made a farmer. God said, I need somebody strong enough to clear trees and give males, gentle enough to yeen lambs and wean pigs and tend to think foam bullets who will stop his mower for an hour to split the broken leg of a metal art. So God made a farmer. It had to be somebody who had plowed deep and straight and not cut corners. Somebody to see if we'd feed breed and break and disc and plow and plant and tie the fleece and strain the milk. Somebody would bail a family together with us off strong bonds of sharing. They would laugh and unsy and then reply with smiling eyes when his son says that he wants to spend his life doing what dad does. So God made a farmer.",Paul Harvey Ia 600 CASE Group SALES Smoked Sausage 500 Italian 600 To the farmer in all of uS GUTS RAMA GUTS RAM com Reerpiotiag 3 Sn GUTS RAM trademark of Chrysler Group The FFA emblem is a registered trademark of the National FFA Organization and used under license,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,"['eighth day', 'newborn cold', 'next year', 'broken leg', 'strong bonds']",5,"['GUTS RAM', 'registered trademark']",2
Doritos,AD0267,0.0,0,,Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']"," That he can even paint a special door for me. Sweetheart, I'd love to, but the guys, they're outside meeting for me. That's what he does. See you, one is the whole stuff. Don't be afraid of me, don't be afraid of me. Don't be afraid of me, don't be afraid of me. Is that my wedding dress? It could be. Is that my wedding dress? It could be.",Doritos Doritos Che 6 3l Doif Dorito Nacho Doritos an,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,"['special door', 'whole stuff']",2,[],0
Doritos,AD0268,0.0,0,,Snacks,"['artificial', 'zero', 'refreshing', 'organic', 'crispy', 'crunchy', 'delicious', 'tasty', 'satisfying', 'flavorful', 'fresh', 'spicy', 'hot', 'light', 'creamy', 'natural', 'handcrafted', 'baked', 'roasted', 'smoky', 'glazed', 'irresistible', 'convenient', 'healthy', 'nutritious', 'wholesome', 'new','calories', 'carbs', 'fat', 'flavor', 'sugar', 'quality', 'protein', 'taste', 'ingredients', 'nutrients', 'energy', 'texture', 'crunch', 'aroma', 'variety', 'balance', 'recipe', 'fiber', 'vitamins', 'minerals', 'packaging', 'satisfaction', 'indulgence', 'convenience', 'seasoning', 'coating', 'filling', 'topping', 'ranch', '3D']","['Butterfinger', 'Cheerios', 'Cheetos', 'Chobani', 'Dannon', 'DEVOUR', 'Doritos', 'Heinz', 'HellmannsMayonnaise', 'KingsHawaiian', 'Kraft', 'Lays', 'MANDMs', 'Nestle', 'Oreo', 'Planters', 'Poptarts', 'Pringles', 'Reeses', 'SabraHummus', 'Skittles', 'Snickers', 'WonderfulPistachios']", You Youろ外 Just MoreORY,Nacho Goat Sale Doritos Do DGtos LC Io Doritos Doritos Joritos Joritos Joritos Jor Joritos nor 42 bags later THE NEXT DAY Joritos GOAT GOAT Don Wt Do ch e Jros,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,[],0,['NEXT DAY'],1
ETRADE,AD0269,0.0,0,,Banking & Investments,"['secure', 'reliable', 'customized', 'personalized', 'easy', 'quick', 'convenient', 'safe', 'simple', 'comfortable', 'helpful', 'smart', 'trusted', 'innovative', 'efficient',  'trust', 'growth', 'savings', 'opportunities', 'returns', 'portfolio', 'strategy', 'innovation', 'convenience', 'expertise', 'performance', 'risk management', 'efficiency', 'mortgage', 'loan', 'confidence', 'credit', 'future', 'time', 'refund', 'expenses', 'reimbursement', 'on demand', 'fees', 'comfort', 'help', 'support', 'experts', 'advice', 'cpa', 'payments', 'interest', 'confidence',  'save', 'diversify', 'grow']","['BankofAmerica', 'Coinbase', 'Cryptocom', 'Discover', 'eToro', 'ETRADE', 'EXPENSIFY', 'FTX', 'Greenlight', 'GuaranteedRate', 'Intuit', 'Klarna', 'PayPal', 'QuickenLoans', 'Robinhood', 'RocketHomesAndRocketMortgage', 'ROCKETMORTGAGE', 'SoFi', 'SunTrust', 'TurboTax', 'HANDRBlock', 'TurboTax', 'Intuit', 'Rakuten']"," Now this is tragic man. Investors just like you could lose tens of thousands of dollars on their 401k to hidden fees Thankfully, E-Trade has low cost investments and no hidden fees, but you know if you're still bent on blowing this fat stack of cash There's a couple ways you could do it Or just go to E-Trade and save it boom",independent zyvaydevendlngon Professional stunts E LESS FOR US MORE FOR YOU com You must be years to open an account Securities products and services are offered by Securities Member System response and account access times 02013 Financial Corporation,,,,0,0,0,0.0,0.0,0.0,0,0.0,,MORE,,0,1,0,0.0,2.631578947368421,0.0,1,2.631578947368421,"['tragic man', 'low cost', 'fat stack']",3,[],0
Gildan,AD0270,0.0,0,,Diet and exercise products,"['healthy', 'energizing', 'effective', 'smart', 'natural', 'powerful', 'balanced', 'sustainable', 'lean', 'strong', 'fit', 'active', 'fast-acting', 'long-lasting', 'satisfying', 'revitalizing', 'transformative', 'efficient', 'lightweight', 'flexible', 'durable', 'personalized', 'clean', 'progressive', 'innovative', 'invigorating', 'adaptable', 'dynamic', 'easy', 'portable', 'comprehensive', 'accessible', 'motivating', 'empowering', 'proven', 'safe', 'organic', 'targeted', 'supportive', 'revolutionary', 'advanced', 'scientific', 'energy', 'fitness', 'strength', 'health', 'diet', 'exercise', 'endurance', 'balance', 'performance', 'transformation', 'results', 'recovery', 'flexibility', 'stamina', 'agility', 'metabolism', 'goals', 'progress', 'motivation', 'power', 'weight loss', 'core', 'workout', 'regimen', 'lifestyle', 'vitality', 'training', 'support', 'control', 'focus', 'dedication', 'innovation', 'wellness', 'challenges', 'calories', 'customization', 'inspiration', 'success', 'circulation']","['CalvinKlein', 'Gildan', 'Marmot', 'Skechers', 'VictoriasSecret']"," Together, we will be lots of friends involved Join us forrz loads of business To be continued decided",Rd Mt Sid IT'S ABOUT TIME YOU HAD FAVORITE T SHIRT EVERY THREAD COUNTS,,,,0,0,0,0.0,0.0,0.0,0,0.0,,,,0,0,0,0.0,0.0,0.0,0,0.0,['forrz loads'],1,['FAVORITE T'],1
GoDaddy,AD0271,0.0,0,,Web Services and Digital Solutions,"['innovative', 'reliable', 'secure', 'intuitive', 'scalable', 'user-friendly', 'customizable', 'efficient', 'powerful', 'seamless', 'flexible', 'responsive', 'affordable', 'fast', 'dynamic', 'accessible', 'comprehensive', 'versatile', 'robust', 'cutting-edge', 'modern', 'advanced', 'adaptive', 'dependable', 'trustworthy', 'streamlined', 'integrated', 'interactive', 'creative', 'effective', 'professional', 'tailored', 'effortless', 'collaborative', 'empowering', 'engaging',  'strategic', 'innovation', 'reliability', 'security', 'scalability', 'customization', 'efficiency', 'power', 'performance', 'speed', 'accessibility', 'integration', 'solutions', 'tools', 'platform', 'automation', 'connectivity', 'control', 'flexibility', 'usability', 'functionality', 'support', 'strategy', 'features', 'optimization', 'analytics', 'growth', 'marketing', 'hosting', 'domains', 'design', 'experience', 'collaboration', 'engagement', 'outreach', 'traffic', 'content', 'results', 'management', 'visibility', 'creativity', 'interoperability']","['GoDaddy', 'Google', 'Salesforce', 'Squarespace', 'Wixcom']"," There are two sides to go to Eddie. There's the sexy side represented by Barra Fieli, and the smart side that creates a killer website for your small business represented by Walter. Together, they're perfect. Get your domain in website at godeddy.com.",Ga Daddy COM Jkiss WHEN SEXY MEETS SMART YOUR SMALL BUSINESS SCORES Jkiss GET YOUR DOMAIN AND WEBSITE Go Daddycos SEE MORE NOW AT,,,,0,0,0,0.0,0.0,0.0,0,0.0,,MORE,,0,1,0,0.0,4.166666666666666,0.0,1,4.166666666666666,"['sexy side', 'smart side', 'small business']",3,[],0
