brand,commercial_number,BDM,transcript,total_bdm_terms_pct,comparatives,superlatives,unique_words,bdm_words,product_cat_name,product_cat_keywords,product_cat_brands,keyword_similarity,similar_phrases,shared_keywords,shared_keywords_count
NoMore,AD0444,0.0,Messages Jess Details many celebs Amazing halftime Messages Jess Details Plenty of game left R u sure you cant make it think its a good idea one of his moods prob not go out Messages Jess Details Plenty R u sure you cant make it think its a good idea Jake is in one of his moods should prob not go out Again Are you OK THERE ARE MANY SIGNS OF DOMESTIC VIOLENCE AND SEXUAL ASSAULT TEXT NO MORE TO MORE Text STOP to cancel Message and Data Rates May Apply By consent to receive text messages by to ,1.9801980198019802,"['MORE', 'MORE']",[],[],"['MORE', 'MORE']",Nonprofit organizations,"['dedicated', 'compassionate', 'impactful', 'meaningful', 'inclusive', 'caring', 'trustworthy', 'innovative', 'reliable', 'empathetic', 'sustainable', 'transparent', 'effective', 'focused', 'visionary', 'ethical', 'passionate', 'supportive', 'committed', 'collaborative', 'resilient', 'accessible', 'purpose-driven', 'dynamic', 'inspiring', 'generous', 'resourceful', 'transformative', 'global', 'community-centered', 'empowering', 'responsive', 'adaptive', 'humanitarian', 'compelling', 'groundbreaking', 'motivational', 'enduring', 'ambitious', 'hopeful', 'helping', 'active', 'help', 'impact', 'compassion', 'transparency', 'support', 'collaboration', 'trust', 'community', 'empowerment', 'inclusivity', 'ethics', 'mission', 'vision', 'purpose', 'hope', 'partnership', 'resources', 'change', 'dedication', 'sustainability', 'leadership', 'outreach', 'progress', 'relief', 'assistance', 'inspiration', 'funding', 'advocacy', 'volunteers', 'solidarity', 'equity', 'charity', 'innovation', 'solutions', 'humanity', 'service', 'generosity', 'care', 'opportunity', 'education', 'food']","['AmericanPetroleumInstitute', 'DonaldTrumpCampaign', 'DraftKings', 'MichaelBloombergCampaign', 'NoMore']",0.028650563,[],[],0
GoDaddy,AD0272,0.0,"Daddy Co Daddy CO Co Daddy Co Daddy Co AA Co Hey Joe, when are you ever gonna put your idea online? Relax, Cal. It's not like anyone else is gonna have the exact same idea that popped into my head. How do you know no one else has thought of it, Ari? Because they haven't, Cali. It's totally original. It's one in a gazillion. Oh really? Really. Really. It's idiot proof. It's a real money maker. And thank goodness I put it online first. More champagne, sir? More everything, Sky Waitress. Don't wait. Register your big idea as a .co domain at GoDaddy.",3.8095238095238098,"['More', 'More']",[],"['original', 'first']","['original', 'first', 'More', 'More']",Web Services and Digital Solutions,"['innovative', 'reliable', 'secure', 'intuitive', 'scalable', 'user-friendly', 'customizable', 'efficient', 'powerful', 'seamless', 'flexible', 'responsive', 'affordable', 'fast', 'dynamic', 'accessible', 'comprehensive', 'versatile', 'robust', 'cutting-edge', 'modern', 'advanced', 'adaptive', 'dependable', 'trustworthy', 'streamlined', 'integrated', 'interactive', 'creative', 'effective', 'professional', 'tailored', 'effortless', 'collaborative', 'empowering', 'engaging',  'strategic', 'innovation', 'reliability', 'security', 'scalability', 'customization', 'efficiency', 'power', 'performance', 'speed', 'accessibility', 'integration', 'solutions', 'tools', 'platform', 'automation', 'connectivity', 'control', 'flexibility', 'usability', 'functionality', 'support', 'strategy', 'features', 'optimization', 'analytics', 'growth', 'marketing', 'hosting', 'domains', 'design', 'experience', 'collaboration', 'engagement', 'outreach', 'traffic', 'content', 'results', 'management', 'visibility', 'creativity', 'interoperability']","['GoDaddy', 'Google', 'Salesforce', 'Squarespace', 'Wixcom']",0.1964603,[],[],0
Tide,AD0565,1.0,"Stain removal of 1 doses Americas 1 Detergent Based on sales Laundry Detergent Category Sometimes the signs are hard to ignore. Whenever you see clothes this clean, that's a Tide ad. Clean clothes may be an indication of a Tide ad. Tide users experience 10 times more cleaning power. Tide is America's number one detergent in America.",1.8518518518518516,['more'],[],[],['more'],Household and lawn and garden supplies,"['powerful', 'effective', 'reliable', 'fast-acting', 'efficient', 'eco-friendly', 'natural', 'safe', 'gentle', 'strong', 'tough', 'streak-free', 'odor-free', 'biodegradable', 'non-toxic', 'multi-purpose', 'convenient', 'refreshing', 'long-lasting', 'antibacterial', 'hygienic', 'residue-free', 'lightweight', 'versatile', 'innovative', 'durable', 'concentrated', 'clean', 'sparkling', 'absorbent', 'affordable', 'sustainable', 'easy-to-use', 'flexible', 'compact', 'modern', 'energy-saving', 'weatherproof', 'adaptable', 'seamless', 'precise', 'resilient', 'polished', 'vibrant', 'adjustable', 'ergonomic', 'practical', 'cleanliness', 'power', 'efficiency', 'quality', 'freshness', 'hygiene', 'protection', 'shine', 'performance', 'safety', 'streak-free finish', 'versatility', 'odor control', 'innovation', 'simplicity', 'biodegradability', 'multi-purpose use', 'concentration', 'gentleness', 'eco-friendliness', 'residue', 'effectiveness', 'absorption', 'durability', 'antibacterial action', 'convenience', 'sparkle', 'stain removal', 'solutions', 'foam', 'lather', 'disinfection', 'smell', 'reliability', 'flexibility', 'sustainability', 'strength', 'precision', 'affordability', 'adaptability', 'functionality', 'resilience', 'toughness', 'design', 'aesthetics', 'weather-resistance', 'energy savings', 'usability', 'practicality', 'comfort', 'maintenance', 'tools', 'support', 'stain', 'cleaning power']","['Febreze', 'Loctite', 'MrClean', 'PersilProClean', 'ProcterANDGamble', 'ScottsMiracleGro', 'SpeedStick', 'Tide']",0.3365372,"['Stain removal of 1 doses Americas 1 Detergent Based on sales Laundry Detergent Category Sometimes the signs are hard to ignore', ""Tide is America's number one detergent in America"", 'Tide users experience 10 times more cleaning power']","['clean', 'stain']",2
Toyota,AD0569,0.0,"Not available sale an Not CONCEPT 0 4 START YOUR IMPOSSIBLE TOYOTA a TOYOTA TOYOTA Worldwide Olympic Partner Paralympic Partner com Today is the day to take that step. There's something impossible out there waiting for you. So we have a vision to make movement better for everyone. Because when we're free to move, anything is possible.",1.8181818181818181,['better'],[],[],['better'],Car Manufacturer,"['Luxurious', 'Efficient', 'Powerful', 'Innovative', 'Strong', 'Spacious',  'Premium', 'Advanced', 'Reliable', 'Dynamic', 'Responsive', 'Safe', 'Robust', 'Easy', 'Transparent', 'Steamlined', 'Worry-free', 'Exceptional', 'Precision', 'Revolutionary', 'Electrifying', 'Hybrid', 'Smart', 'Quiet', 'Fast', 'New', 'Exciting', 'Fuel Efficient', 'Aerodynamic', 'Stylish', 'Durable', 'Versatile',  'Eco-friendly', 'Sustainable', 'Comfortable','Drive', 'Exceed', 'Surpass', 'Outperform',  'Accelerate', 'Control', 'Deliver', 'Optimize', 'Save','Performance', 'Efficiency', 'Power', 'Luxury', 'Precision', 'Technology', 'Room', 'Space', 'Progress', 'Research', 'Help', 'Comfort', 'Durability', 'Handling', 'Responsiveness', 'Safety',  'Aerodynamics', 'Strength', 'Speed', 'Acceleration', 'Torque', 'Engine', 'Midsize', 'Seven-Passenger', 'GPS', 'Emergency Braking', 'Car Finder', 'Pedestrian Detection', 'Remote Start', 'Pricing', 'Stability', 'Control', 'Craftsmanship', 'Reliability', 'Experience', 'Design', 'Miles', 'Snow', 'Snowy', 'Mountain', 'Assurance', 'Exchange', 'Test Drive', 'Innovation', 'Advanced Technology', 'Aerodynamic Design',  'Smart Features', 'Driver Assistance', 'Crash Protection',  'All-Wheel Drive', 'Fuel Economy', 'Electric Powertrain',  'Regenerative Braking', 'Quiet Cabin', 'Premium Interiors',  'Seamless Connectivity', 'Enhanced Suspension', 'LED Headlights']","['Acura', 'AlfaRomeo', 'Audi', 'BMW', 'Buick', 'Cadillac', 'Chevrolet', 'Chrysler', 'Dodge', 'Fiat', 'Ford', 'GeneralMotors', 'Genesis', 'GMC', 'Honda', 'Hyundai', 'Jaguar', 'Jeep', 'Kia', 'Lexus', 'Lincoln', 'Maserati', 'MercedesBenz', 'MINI', 'Nissan', 'Polestar', 'Porsche', 'Ram', 'Toyota']",0.35395446,['Not available sale an Not CONCEPT 0 4 START YOUR IMPOSSIBLE TOYOTA a TOYOTA TOYOTA Worldwide Olympic Partner Paralympic Partner com Today is the day to take that step'],[],0
PlanetFitness,AD0781,0.0,"FAMOUS CAN I GET FAMOUS GREAT AND CAPTAINS BATTLES THIS BASKETBALL STAR MARRIED HIMSELF IN Fuzzy n G H t free zone pf at State apply pf planet fitness A begin at State and apply FEEL MONTH FORE People are wondering... What's gotten into Lindsay? She's never been sharper. This basketball star married himself in 1996. Who is Dennis Rodman? Correct. Son of a... She's sleeping better than ever, which the paparazzi aren't thrilled about. I miss Lindsay! She's even more productive, trading DUIs for DIY. The verdict is... Gorgeous. Maybe it's not what's gotten into Lindsay. It's what Lindsay's gotten into. Hey, William. Planet Fitness. Get glowing and feel spectacular.",1.8181818181818181,"['sharper', 'better']",[],[],"['sharper', 'better']",Cosmetics and personal care products,"['luxurious', 'nourishing', 'radiant', 'smooth', 'silky', 'hydrating', 'revitalizing', 'refreshing', 'lightweight', 'gentle', 'soft', 'vibrant', 'luminous', 'creamy', 'flawless', 'soothing', 'enriched', 'natural', 'organic', 'effective', 'rejuvenating', 'non-greasy', 'long-lasting', 'moisturizing', 'fast-absorbing', 'velvety', 'delicate', 'hypoallergenic', 'calming', 'glamorous', 'pure', 'advanced', 'premium', 'transformative', 'indulgent', 'supple', 'youthful', 'innovative', 'ultra-light', 'restorative', 'purifying', 'anti-aging', 'beautiful', 'beauty', 'radiance', 'hydration', 'glow', 'smoothness', 'nourishment', 'vitality', 'care', 'protection', 'luxury', 'softness', 'brightness', 'elegance', 'moisture', 'refreshment', 'comfort', 'purity', 'rejuvenation', 'delicacy', 'harmony', 'cleansing', 'balance', 'silkiness', 'transformation', 'indulgence', 'brilliance', 'refinement', 'suppleness', 'youthfulness', 'gentleness', 'treatment', 'serum', 'essence', 'renewal', 'therapy', 'allure', 'freshness', 'gloss', 'shine']","['Fitbit', 'PlanetFitness']",0.14770769,['Get glowing and feel spectacular'],[],0
Weathertech,AD0631,0.0,"Always use caution and drive MADE IN AMERICA Alright, I'm getting in the car now. I'll see you soon. Sounds like a plan. Whoa! Sorry, I dropped ya. It's really dark down here. Don't let this happen to you. The WeatherTech cup phone fits virtually any size cup holder. That's better. Order your cup phone today at WeatherTech.com.",1.7543859649122806,['better'],[],[],['better'],Car Accessories & Related Services,"['safe', 'protect', 'protected', 'protection', 'smart', 'factories', 'materials', 'workers', 'quality', 'custom fit', 'certified', 'overseas production', 'fits', 'laser measured', 'customized', 'non-toxic', 'family mentality', 'no drill']","['Michelin', 'Wallbox', 'Weathertech']",0.13775115,"[""Always use caution and drive MADE IN AMERICA Alright, I'm getting in the car now""]",['fits'],1
TurkishAirlines,AD0796,1.0,"WE CONNECT MORE COUNTRIES THAN ANY OTHER AIRLINE A STAR ALLIANCE Member TURKISH AIRLINES 300 million years ago, there was no Africa, Asia, Americas, or Europe. Just one big supercontinent, Pangea. And today, there is still a force connecting those divided by distance, reversing millions of years of rifting, making far feel close, bringing there to here. Turkish Airlines",1.7241379310344827,['MORE'],[],[],['MORE'],Travel and Booking Platforms,"['Discover', 'Widen', 'Feel', 'Connect', 'Go', 'Adventure', 'Reach', 'Venture', 'Take', 'Enjoy', 'Bridge',  'Experience', 'Unexplored', 'Unlimited', 'Delight', 'Explore', 'Find', 'Book', 'Visit', 'Fly', 'convenient', 'reliable', 'seamless', 'affordable', 'accessible', 'flexible', 'fast', 'personalized', 'intuitive', 'global', 'comprehensive', 'efficient', 'user-friendly', 'customizable', 'secure', 'trusted', 'innovative', 'dynamic', 'versatile', 'responsive', 'exclusive', 'interactive', 'modern', 'stress-free', 'effortless', 'inclusive', 'tailored', 'organized', 'simple', 'adaptive', 'smart', 'comfortable', 'dependable', 'streamlined', 'quick', 'transparent', 'memorable', 'unforgettable', 'convenience', 'accessibility', 'security', 'efficiency', 'flexibility', 'freedom', 'options', 'trip', 'destinations', 'experience', 'comfort', 'guidance', 'affordability', 'reliability', 'trust', 'service', 'innovation', 'platform', 'solutions', 'tools', 'deals', 'bookings', 'planning', 'vacation', 'journey', 'getaway', 'offers', 'value', 'navigation', 'simplicity', 'resources', 'features', 'recommendations', 'savings', 'travelers', 'exploration', 'packages', 'support', 'integration']","['Airbnb', 'Apartmentscom', 'TOURISMAUSTRALIA', 'Bookingcom', 'CarnivalCruiseLine', 'Expedia', 'Inspiration4', 'NorwegianCruiseLines', 'TurkishAirlines']",0.17204592,[],"['feel', 'connect']",2
Intuit,AD0331,0.0,"PAGEANT Goldie Bl Goldie Te TOYS or FUTURE INNOVATORS Intuit Come on, dance your toys. Girls, make some noise. More than pink, pink, pink. We want to dance. So come on, bring the toys. Girls, feel like all the boys. Time to fly, fly, fly. Congratulations, GoldieBlox. Intuit QuickBooks is proud to put your small business on today's game.",1.694915254237288,['More'],[],[],['More'],Banking & Investments,"['secure', 'reliable', 'customized', 'personalized', 'easy', 'quick', 'convenient', 'safe', 'simple', 'comfortable', 'helpful', 'smart', 'trusted', 'innovative', 'efficient',  'trust', 'growth', 'savings', 'opportunities', 'returns', 'portfolio', 'strategy', 'innovation', 'convenience', 'expertise', 'performance', 'risk management', 'efficiency', 'mortgage', 'loan', 'confidence', 'credit', 'future', 'time', 'refund', 'expenses', 'reimbursement', 'on demand', 'fees', 'comfort', 'help', 'support', 'experts', 'advice', 'cpa', 'payments', 'interest', 'confidence',  'save', 'diversify', 'grow']","['BankofAmerica', 'Coinbase', 'Cryptocom', 'Discover', 'eToro', 'ETRADE', 'EXPENSIFY', 'FTX', 'Greenlight', 'GuaranteedRate', 'Intuit', 'Klarna', 'PayPal', 'QuickenLoans', 'Robinhood', 'RocketHomesAndRocketMortgage', 'ROCKETMORTGAGE', 'SoFi', 'SunTrust', 'TurboTax', 'HANDRBlock', 'TurboTax', 'Intuit', 'Rakuten']",0.18461934,[],"['future', 'time']",2
Jeep,AD0434,1.0,"Jeep YEAR S Jeep com Jeep IS registered of US 4 wt 4 Le 4x4 by land, 4x4 by sea, 4x4 by air, cause the lot to fly free. 4x4 AM, that's when I rise, sneak up on the landscape, catch you by surprise. 4x4 country, how it all started out, 4x4 brave and every boy scout. 4x4 fun a bit, cause you know you can, 4x4 more air, more sea, more land. 4x4 do it yourself, cause you want it done right, 4x4 top down stars keep you up at night. 4 stones that were meant to be turned, for the dance and the thrills that you heard. 4x4 conquest, 4x4 dreams, 4x4 waking up and crossing those streams. 4x4 everyone for 75 years, 4x4 the way that's how we say cheers. That's how we live, 4x4 ever. 4x4",1.680672268907563,"['more', 'more']",[],[],"['more', 'more']",Car Manufacturer,"['Luxurious', 'Efficient', 'Powerful', 'Innovative', 'Strong', 'Spacious',  'Premium', 'Advanced', 'Reliable', 'Dynamic', 'Responsive', 'Safe', 'Robust', 'Easy', 'Transparent', 'Steamlined', 'Worry-free', 'Exceptional', 'Precision', 'Revolutionary', 'Electrifying', 'Hybrid', 'Smart', 'Quiet', 'Fast', 'New', 'Exciting', 'Fuel Efficient', 'Aerodynamic', 'Stylish', 'Durable', 'Versatile',  'Eco-friendly', 'Sustainable', 'Comfortable','Drive', 'Exceed', 'Surpass', 'Outperform',  'Accelerate', 'Control', 'Deliver', 'Optimize', 'Save','Performance', 'Efficiency', 'Power', 'Luxury', 'Precision', 'Technology', 'Room', 'Space', 'Progress', 'Research', 'Help', 'Comfort', 'Durability', 'Handling', 'Responsiveness', 'Safety',  'Aerodynamics', 'Strength', 'Speed', 'Acceleration', 'Torque', 'Engine', 'Midsize', 'Seven-Passenger', 'GPS', 'Emergency Braking', 'Car Finder', 'Pedestrian Detection', 'Remote Start', 'Pricing', 'Stability', 'Control', 'Craftsmanship', 'Reliability', 'Experience', 'Design', 'Miles', 'Snow', 'Snowy', 'Mountain', 'Assurance', 'Exchange', 'Test Drive', 'Innovation', 'Advanced Technology', 'Aerodynamic Design',  'Smart Features', 'Driver Assistance', 'Crash Protection',  'All-Wheel Drive', 'Fuel Economy', 'Electric Powertrain',  'Regenerative Braking', 'Quiet Cabin', 'Premium Interiors',  'Seamless Connectivity', 'Enhanced Suspension', 'LED Headlights']","['Acura', 'AlfaRomeo', 'Audi', 'BMW', 'Buick', 'Cadillac', 'Chevrolet', 'Chrysler', 'Dodge', 'Fiat', 'Ford', 'GeneralMotors', 'Genesis', 'GMC', 'Honda', 'Hyundai', 'Jaguar', 'Jeep', 'Kia', 'Lexus', 'Lincoln', 'Maserati', 'MercedesBenz', 'MINI', 'Nissan', 'Polestar', 'Porsche', 'Ram', 'Toyota']",0.3706713,[],[],0
Microsoft,AD0386,1.0,"What can you do Empowering us all Microsoft empowering 8 A Class Act nil t WE LEA Tc Estella Fan The real question that needs to be asked as well as answered is what is it that we can do that is unique, that is impactful. I'm Estella Pfeiffer. This is my brilliant bus. We are going to empower every individual and every organization to do more and achieve more. I had an idea, a bus that brings technology to kids that need it most. It's this process of continuous renewal, of showing courage in the face of reality. If you dream big enough and believe in your dreams, you can make it happen. Showing that courage in the face of opportunity. you",2.459016393442623,"['more', 'more']",[],['unique'],"['unique', 'more', 'more']",Consumer Electronics and Appliances,"['Smart', 'Display', 'Control', 'Touchscreen', 'Wireless', 'Innovative', 'Innovation', 'Advanced', 'Reliable', 'Powerful',  'Integration', 'Cloud', 'Compact', 'Adaptive', 'Efficient', 'Customizable', 'Connectivity', 'Features', 'Performance', 'High-performance', 'Processor', 'AI-powered', 'Interactive', 'Premium', 'Cutting-Edge', 'Future-ready', 'Clarity', 'Solution', 'Portable',  'Bluetooth', 'Charging', 'Responsive', 'Sync']","['BlackBerry', 'Google', 'Intel', 'LGEEAudioVisual', 'MetaforMetaQuest', 'Nintendo', 'SamsungCommunicationMedia', 'SodaStream', 'BeatsbyDrDre', 'MONSTERPRODUCTS', 'Logitech', 'MICROSOFT', 'Mophie', 'Microsoft', 'BestBuy', 'RadioShack']",0.117320925,[],[],0
Google,AD0768,1.0,"Historically camera technology accurately represented darker skin tones to be as Everyone deserves to be seen as truly are they Google Pixel 6 FM Until now Introducing Real Tone on Google Pixel 6 People with darker complexions have always struggled with having good lighting. Every single yearbook photo of mine has been terribly shot since I was a kid. I always show up as too dark or shiny. Cause if you love me, you love all of me. Everything the light touches. Oh, baby give me light touches. Oh, yes. Look me in my eyes. Takes over my mind. Don't you be afraid. No, no, no, no, no. And if you love me, you love all of me. Or none of me at all.",1.639344262295082,"['darker', 'darker']",[],[],"['darker', 'darker']",Smart Home Devices,"['Safe', 'Trusted', 'Reliable', 'Efficient', 'Professional', 'Seamless', 'Affordable', 'Advanced', 'Innovative', 'Powerful',  'Instant', 'Comprehensive', 'Customizable', 'Convenient', 'Accessible', 'Exclusive', 'Enhanced', 'Easy', 'intelligent', 'connected', 'responsive', 'efficient', 'secure', 'intuitive', 'smart', 'versatile', 'user-friendly', 'sleek', 'modern', 'compact', 'adaptive', 'energy-efficient', 'automated', 'dynamic', 'interactive', 'eco-friendly', 'integrated', 'cutting-edge', 'stylish', 'dependable', 'personalized', 'functional', 'flexible', 'scalable', 'streamlined', 'practical', 'time-saving', 'futuristic',  'connectivity', 'control', 'automation', 'security', 'efficiency', 'technology', 'intelligence', 'integration', 'performance', 'customization', 'comfort', 'reliability', 'features', 'smartness', 'accessibility', 'versatility', 'convenience', 'monitoring', 'energy savings', 'design', 'compatibility', 'solutions', 'interaction', 'alerts', 'notifications', 'insights', 'analytics', 'flexibility', 'functionality', 'management', 'interface', 'innovation', 'support', 'sensors', 'network', 'system', 'optimization', 'adaptability', 'settings']","['ADT', 'Amazon', 'AmazonAlexa', 'AmazonEcho', 'Google', 'SimpliSafe', 'Sonos']",0.10256598,[],['technology'],1
Microsoft,AD0385,0.0,"What can you do In No On In Ca Id A Class n GA Hat Empowering us all Microsoft empowering tr The real question that needs to be asked as well as answered is what is it that we can do that is unique, that is impactful. When Bray was 11 months old he was fitted for his first pair of prostheses. We are going to empower every individual in every organization to do more and achieve more. We use Microsoft technology to analyze Braylon's gait mechanics. It's this process of continuous renewal, of showing courage in the face of reality. I think the technology has changed Braylon's life by opening up the world for him. Showing that courage in the face of opportunity.",3.225806451612903,"['more', 'more']",[],"['unique', 'first']","['unique', 'first', 'more', 'more']",Consumer Electronics and Appliances,"['Smart', 'Display', 'Control', 'Touchscreen', 'Wireless', 'Innovative', 'Innovation', 'Advanced', 'Reliable', 'Powerful',  'Integration', 'Cloud', 'Compact', 'Adaptive', 'Efficient', 'Customizable', 'Connectivity', 'Features', 'Performance', 'High-performance', 'Processor', 'AI-powered', 'Interactive', 'Premium', 'Cutting-Edge', 'Future-ready', 'Clarity', 'Solution', 'Portable',  'Bluetooth', 'Charging', 'Responsive', 'Sync']","['BlackBerry', 'Google', 'Intel', 'LGEEAudioVisual', 'MetaforMetaQuest', 'Nintendo', 'SamsungCommunicationMedia', 'SodaStream', 'BeatsbyDrDre', 'MONSTERPRODUCTS', 'Logitech', 'MICROSOFT', 'Mophie', 'Microsoft', 'BestBuy', 'RadioShack']",0.13204417,[],[],0
GoDaddy,AD0271,0.0,Ga Daddy COM WHEN SEXY MEETS SMART YOUR SMALL BUSINESS SCORES kiss GET YOUR DOMAIN AND WEBSITE SSS Go SEE MORE NOW AT There are two sides to GoDaddy. There's the sexy side represented by Bar Raffaelli. And the smart side that creates a killer website for your small business represented by Walter. Together they're perfect. Get your domain and website at GoDaddy.com.,1.6129032258064515,['MORE'],[],[],['MORE'],Web Services and Digital Solutions,"['innovative', 'reliable', 'secure', 'intuitive', 'scalable', 'user-friendly', 'customizable', 'efficient', 'powerful', 'seamless', 'flexible', 'responsive', 'affordable', 'fast', 'dynamic', 'accessible', 'comprehensive', 'versatile', 'robust', 'cutting-edge', 'modern', 'advanced', 'adaptive', 'dependable', 'trustworthy', 'streamlined', 'integrated', 'interactive', 'creative', 'effective', 'professional', 'tailored', 'effortless', 'collaborative', 'empowering', 'engaging',  'strategic', 'innovation', 'reliability', 'security', 'scalability', 'customization', 'efficiency', 'power', 'performance', 'speed', 'accessibility', 'integration', 'solutions', 'tools', 'platform', 'automation', 'connectivity', 'control', 'flexibility', 'usability', 'functionality', 'support', 'strategy', 'features', 'optimization', 'analytics', 'growth', 'marketing', 'hosting', 'domains', 'design', 'experience', 'collaboration', 'engagement', 'outreach', 'traffic', 'content', 'results', 'management', 'visibility', 'creativity', 'interoperability']","['GoDaddy', 'Google', 'Salesforce', 'Squarespace', 'Wixcom']",0.23925453,[],[],0
Mophie,AD0387,0.0,"SEVERE WEATHER Screen image simulated WHEN YOUR PHONE DIES WHEN YOUR PHONE DIES GOD KNOWS WHAT CAN Simulated demonstration on generic device and performance of vary by model and may not as Actual battery life may vary We've got blizzards in Africa, we've got tsunamis in Paris, and the whole thing's been cut. Gosh darn it. With over 100% more battery power, Mophie, stay powerful.",1.5625,['more'],[],[],['more'],Consumer Electronics and Appliances,"['Smart', 'Display', 'Control', 'Touchscreen', 'Wireless', 'Innovative', 'Innovation', 'Advanced', 'Reliable', 'Powerful',  'Integration', 'Cloud', 'Compact', 'Adaptive', 'Efficient', 'Customizable', 'Connectivity', 'Features', 'Performance', 'High-performance', 'Processor', 'AI-powered', 'Interactive', 'Premium', 'Cutting-Edge', 'Future-ready', 'Clarity', 'Solution', 'Portable',  'Bluetooth', 'Charging', 'Responsive', 'Sync']","['BlackBerry', 'Google', 'Intel', 'LGEEAudioVisual', 'MetaforMetaQuest', 'Nintendo', 'SamsungCommunicationMedia', 'SodaStream', 'BeatsbyDrDre', 'MONSTERPRODUCTS', 'Logitech', 'MICROSOFT', 'Mophie', 'Microsoft', 'BestBuy', 'RadioShack']",0.17225519,[],['performance'],1
TurkishAirlines,AD0517,0.0,"TURKISH AIRLINES TURKISH AIRLINES Widen Your There are those of us who like to venture to the unexplored. Those of us who go out there with a sense of wonder. Bridging worlds, finding delight in our differences. If you are one of us, and you want to explore more of this great planet, we're ready to take you there. Widen your world. Turkish Airlines.",1.5625,['more'],[],[],['more'],Travel and Booking Platforms,"['Discover', 'Widen', 'Feel', 'Connect', 'Go', 'Adventure', 'Reach', 'Venture', 'Take', 'Enjoy', 'Bridge',  'Experience', 'Unexplored', 'Unlimited', 'Delight', 'Explore', 'Find', 'Book', 'Visit', 'Fly', 'convenient', 'reliable', 'seamless', 'affordable', 'accessible', 'flexible', 'fast', 'personalized', 'intuitive', 'global', 'comprehensive', 'efficient', 'user-friendly', 'customizable', 'secure', 'trusted', 'innovative', 'dynamic', 'versatile', 'responsive', 'exclusive', 'interactive', 'modern', 'stress-free', 'effortless', 'inclusive', 'tailored', 'organized', 'simple', 'adaptive', 'smart', 'comfortable', 'dependable', 'streamlined', 'quick', 'transparent', 'memorable', 'unforgettable', 'convenience', 'accessibility', 'security', 'efficiency', 'flexibility', 'freedom', 'options', 'trip', 'destinations', 'experience', 'comfort', 'guidance', 'affordability', 'reliability', 'trust', 'service', 'innovation', 'platform', 'solutions', 'tools', 'deals', 'bookings', 'planning', 'vacation', 'journey', 'getaway', 'offers', 'value', 'navigation', 'simplicity', 'resources', 'features', 'recommendations', 'savings', 'travelers', 'exploration', 'packages', 'support', 'integration']","['Airbnb', 'Apartmentscom', 'TOURISMAUSTRALIA', 'Bookingcom', 'CarnivalCruiseLine', 'Expedia', 'Inspiration4', 'NorwegianCruiseLines', 'TurkishAirlines']",0.37153876,"['TURKISH AIRLINES TURKISH AIRLINES Widen Your There are those of us who like to venture to the unexplored', 'Bridging worlds, finding delight in our differences']","['widen', 'go', 'venture', 'take', 'delight', 'explore']",6
NFL,AD0501,0.0,"Super Bowl legends Super Bowl legends inspire Super Bowl Babies bears Super Bowl Baby XXVII Baby Baby Born from greatness FOOTBALL IS FAMILY next You're the meaning in my life, you're the inspiration, you bring feeling to my life, you're the inspiration. I wanna have you near me, I wanna have you hear me say it, no one needs you more than I need you.",1.5384615384615385,['more'],[],[],['more'],Television and Radio,"['entertaining', 'dynamic', 'exclusive', 'innovative', 'exciting', 'engaging', 'iconic', 'captivating', 'timeless', 'accessible', 'premium', 'original', 'unforgettable', 'diverse', 'global', 'powerful', 'vibrant',  'versatile', 'inclusive', 'prestigious', 'modern', 'bold', 'impactful', 'creative', 'unique', 'exciting', 'compelling', 'professional', 'high-quality', 'on-demand', 'legendary', 'combine', 'entertainment', 'drama', 'sports', 'news', 'comedy', 'coverage', 'stories', 'culture', 'reality', 'broadcast', 'network', 'streaming', 'series', 'movies', 'performances', 'shows', 'events', 'action', 'features', 'content', 'live', 'program', 'value', 'quality', 'viewing', 'connection', 'information', 'creativity', 'highlights', 'favorites', 'variety', 'prestige', 'fun', 'challenges', 'perspectives', 'history', 'tradition', 'draft', 'offseason']","['AMC', 'NBC', 'NFL']",0.2933303,"[""Super Bowl legends Super Bowl legends inspire Super Bowl Babies bears Super Bowl Baby XXVII Baby Baby Born from greatness FOOTBALL IS FAMILY next You're the meaning in my life, you're the inspiration, you bring feeling to my life, you're the inspiration""]",[],0
Pepsi,AD0289,0.0,"not attempt not COLA Sugar next next First million it for FREE at sugar than PEPSI NEXT Pepsi Globe and DRINK IT TO BELIEVE IT are registered trademarks of Inc try Oh, Paris! Brandon! What is going on here? We're just drinking Pepsi Next. It has 60% less sugar. Are you kidding me? This is real cola taste. I'm good. Pepsi Next. Drink it to believe it.",3.0303030303030303,['less'],[],['First'],"['First', 'less']",Softdrinks,"['refreshing', 'organic', 'fizzy', 'sparkling', 'light', 'invigorating', 'bubbly', 'natural', 'fruity', 'energizing', 'satisfying', 'tropical', 'fresh', 'delicious', 'revitalizing', 'exotic', 'pure', 'tasty', 'healthy', 'nutritious', 'wholesome', 'flavor', 'taste', 'calories', 'sugar', 'vitamins', 'energy', 'ingredients', 'refreshment', 'aroma', 'sweeteners', 'electrolytes', 'quality']","['Bai', 'BUBLY', 'CocaCola', 'DietCoke', 'MiO', 'MountainDew', 'Pepsi', 'Sprite']",0.3420204,"['Are you kidding me? This is real cola taste', 'It has 60% less sugar', 'Pepsi Next']",['sugar'],1
